ID_pedido,anos_experiencia_agente,classificacao_agente,latitude_loja,longitude_loja,latitude_entrega,longitude_entrega,data_pedido,hora_pedido,hora_retirada,clima,trafego,veiculo,area,categoria_produto,tempo_entrega
ped_xl866lca6,13,4.8,19.080693291196866,72.79853346145597,19.1852556767496,72.94077869037268,2024-03-08,19:10:00,19:25:00,Chuvoso,Congestionamento,Scooter,Metropolitano,Cosmeticos,77
ped_j2ml4b8wq,2,4.7,22.549496758268607,88.35871592535335,22.56160920598276,88.38198924685581,2024-02-13,10:55:00,11:00:00,Neblina,Baixo,Scooter,Urbano,Mercado,118
ped_zh2zjz7gd,10,4.8,19.22571424554085,72.87818092479914,19.292704093159468,72.91940446262433,2024-03-24,21:40:00,21:45:00,Ensolarado,Congestionamento,Van,Metropolitano,Acessorios,157
ped_k29yu9jix,11,3.7,12.976306130240946,77.6463950780514,13.023413738131419,77.71218973196058,2024-03-19,19:00:00,19:15:00,Ventania,Medio,Scooter,Metropolitano,Lanches,122
ped_889r5xw5l,5,4.7,13.047926960285718,80.21798239519212,13.099254515175009,80.24864784716054,2024-03-09,16:45:00,16:55:00,Nublado,Medio,Motocicleta,Urbano,Joias,35
ped_mwy83qtyv,19,4.8,21.16105421825013,72.80059217943422,21.187490635902147,72.81062850975289,2024-03-19,11:30:00,11:40:00,Ensolarado,Alto,Scooter,Metropolitano,Calçados,121
ped_ms9lslig1,3,3.6,23.376213692475908,85.3594067209865,23.406324499972396,85.37713220017012,2024-04-03,15:10:00,15:15:00,Neblina,Medio,Motocicleta,Metropolitano,Livros,135
ped_n4spe8lyu,19,5.0,12.903079484591867,77.6693393162672,13.015633163408625,77.78484775797494,2024-03-25,22:45:00,22:55:00,Chuvoso,Baixo,Scooter,Metropolitano,Cosmeticos,53
ped_9wpn4e8w2,8,3.9,-0.013060797043565256,0.007226812191655138,0.04081365894348045,0.032764403635141263,2024-02-13,22:10:00,22:25:00,Nublado,Baixo,Motocicleta,Metropolitano,Casa,162
ped_krlijqgmi,16,3.6,11.006447990404345,76.97634457390629,11.092201849547376,77.0394935590729,2024-04-04,20:45:00,20:55:00,Tempestade,Congestionamento,Motocicleta,Metropolitano,Cozinha,97
ped_0be2shavq,1,4.6,21.16473356753045,72.80731343945526,21.224009607732754,72.87164849818606,2024-03-26,22:50:00,23:05:00,Nublado,Baixo,Motocicleta,Metropolitano,Roupas,124
ped_gyd9f4s0j,16,4.7,10.95481183703048,76.98025757652685,11.061408285697816,77.07785190785744,2024-03-10,17:55:00,18:00:00,Ensolarado,Medio,Motocicleta,Urbano,Lanches,155
ped_zscm1t1ha,3,4.7,27.16727897010038,78.01263399906823,27.270969281390293,78.08747799309204,2024-02-14,22:45:00,23:00:00,Ensolarado,Baixo,Motocicleta,Metropolitano,Joias,35
ped_cm1y6f5up,12,4.6,-0.007287003690579442,0.01103606243700038,0.0852127354004028,0.0781942117625604,2024-03-02,20:35:00,20:50:00,Neblina,Congestionamento,Scooter,Semi-urbano,Acessorios,147
ped_uk98strno,12,4.1,26.88772409796127,75.78669335090794,26.889944107209445,75.80795571107603,2024-03-26,09:25:00,09:40:00,Ventania,Baixo,Scooter,Outro,Calçados,131
ped_4acpwklj5,5,4.9,0.0071405676988959745,-0.002734707156625013,0.05006726849170421,0.08032945450120978,2024-03-13,20:15:00,20:20:00,Nublado,Congestionamento,Motocicleta,Metropolitano,Esportes,157
ped_phlx1h19z,11,4.0,26.920926715716632,75.74697872248427,26.98734139252901,75.8379480421482,2024-03-29,22:25:00,22:35:00,Tempestade,Baixo,Scooter,Urbano,Cosmeticos,123
ped_h1190qi6t,18,4.5,12.330536735703534,76.67149046010168,12.321793922599872,76.70097895388143,2024-03-30,21:55:00,22:00:00,Ensolarado,Congestionamento,Scooter,Metropolitano,Livros,110
ped_m12m8frey,2,4.6,21.19875628475777,72.81560962002266,21.258019296260315,72.8694776234415,2024-03-12,22:40:00,22:55:00,Nublado,Baixo,Scooter,Metropolitano,Calçados,58
ped_bj3e6ar5k,17,4.2,19.260911307968804,72.83809978757151,19.372917282116575,72.96236526799176,2024-03-31,23:50:00,23:55:00,Tempestade,Baixo,Motocicleta,Urbano,Joias,93
ped_uzyv0m678,18,4.4,18.55548274231411,73.80574635507173,18.593699504176897,73.8329062754703,2024-03-17,15:25:00,15:40:00,Neblina,Medio,Scooter,Metropolitano,Pets,136
ped_auf1qe4ec,11,4.4,25.438996059300308,81.834073941623,25.465153709438408,81.87143755081735,2024-02-15,10:20:00,10:30:00,Tempestade,Baixo,Van,Metropolitano,Calçados,99
ped_wjjsqunia,7,4.6,30.35382552903587,78.07480668581266,30.411631178821036,78.15257006394832,2024-02-15,20:55:00,21:00:00,Chuvoso,Congestionamento,Motocicleta,Metropolitano,Cuidados pessoais,55
ped_mda5714hz,12,3.8,-0.013831118039595185,0.0030710825211279534,0.009656034482729024,0.029454115265078136,2024-03-07,10:40:00,10:50:00,Chuvoso,Baixo,Scooter,Metropolitano,Mercado,126
ped_7clae33qw,5,4.9,-0.010057654498014174,-0.006229893999430093,0.027775102939819257,0.04510509378334661,2024-03-28,15:55:00,16:05:00,Neblina,Medio,Scooter,Urbano,Acessorios,144
ped_ounbk77r3,6,4.8,12.976246012931073,80.2394919833148,13.05789573964397,80.35201357882929,2024-03-16,20:10:00,20:15:00,Nublado,Congestionamento,Scooter,Metropolitano,Casa,36
ped_o076xo3qe,3,4.6,21.151988585674303,72.77408319099135,21.219710749810243,72.81710827879758,2024-03-17,12:10:00,12:15:00,Ensolarado,Alto,Scooter,Urbano,Esportes,75
ped_2djqjqtxe,12,4.7,21.19660063687962,72.76378535527076,21.227002779690647,72.83107520814266,2024-03-15,15:30:00,15:45:00,Neblina,Medio,Scooter,Metropolitano,Lazer,45
ped_7fbmkwp4k,12,4.0,0.00966975145031864,0.011174945420397694,0.06435518611123112,0.08429214050383958,2024-03-25,22:10:00,22:15:00,Tempestade,Baixo,Motocicleta,Urbano,Acessorios,43
ped_phddyc5c0,7,5.0,-0.002962691944259608,-0.000245169635501851,0.03445042511374013,0.031073134889055838,2024-03-09,10:35:00,10:45:00,Neblina,Baixo,Motocicleta,Metropolitano,Livros,91
ped_25suer1vu,2,3.8,17.435841172402363,78.41033988613972,17.489763591172753,78.45569257266138,2024-03-05,23:50:00,00:05:00,Neblina,Baixo,Motocicleta,Metropolitano,Calçados,47
ped_faelz7nz0,14,3.7,0.004426733754966639,0.0014169453774363831,0.04150038425402844,0.050862551192544396,2024-02-11,21:10:00,21:25:00,Neblina,Congestionamento,Motocicleta,Metropolitano,Esportes,91
ped_izv3qz9ah,6,4.6,13.04630473124956,80.22785672829764,13.151907038866227,80.31061863614792,2024-03-12,20:25:00,20:40:00,Tempestade,Congestionamento,Motocicleta,Metropolitano,Pets,137
ped_8ovnz1wnx,6,4.2,12.933669781591364,77.61161851371361,13.004961207734663,77.71986846681473,2024-03-29,20:50:00,21:00:00,Neblina,Congestionamento,Scooter,Metropolitano,Eletronicos,163
ped_bzngcwr8o,13,4.4,22.30322085903124,73.16320840473583,22.35780445211502,73.20215801763791,2024-03-19,12:35:00,12:45:00,Ventania,Alto,Van,Metropolitano,Lanches,99
ped_y1jqvzyqm,1,4.8,12.924870993460258,77.62261798409936,13.047288092628841,77.71438008419311,2024-03-10,21:00:00,21:15:00,Nublado,Congestionamento,Scooter,Metropolitano,Acessorios,131
ped_tydjcr9v7,11,3.6,-0.009512989464052558,0.0035420835869239037,0.10832734813272984,0.11292268451520196,2024-02-16,23:40:00,23:55:00,Ventania,Baixo,Motocicleta,Metropolitano,Esportes,149
ped_hsfz7f6vu,2,4.4,13.07752162864957,80.24773495661124,13.17488737931412,80.35130809300468,2024-03-27,18:15:00,18:20:00,Nublado,Medio,Scooter,Metropolitano,Joias,82
ped_ffd3k34xi,1,4.6,19.249717697548693,72.85394284114464,19.36909719275817,72.96273840199932,2024-03-27,18:20:00,18:25:00,Chuvoso,Medio,Motocicleta,Urbano,Eletronicos,90
ped_c49x4fbt1,6,3.5,26.923578260533926,75.79988429650479,26.927717385792523,75.82946114308402,2024-03-24,11:45:00,11:50:00,Chuvoso,Alto,Motocicleta,Metropolitano,Cozinha,33
ped_kdof3bokh,2,3.5,17.413347151002636,78.32802718534674,17.482828273903078,78.38434377132674,2024-03-09,20:45:00,20:55:00,Chuvoso,Congestionamento,Motocicleta,Metropolitano,Casa,131
ped_zefzdst6t,7,3.5,18.512639005889163,73.81368918812203,18.577495251304807,73.8785818434973,2024-03-03,21:55:00,22:10:00,Chuvoso,Congestionamento,Motocicleta,Metropolitano,Casa,110
ped_laznk9mc6,15,4.8,15.568785940446453,73.75043740996894,15.631577063212632,73.77594618750894,2024-02-15,12:45:00,12:50:00,Ventania,Alto,Scooter,Urbano,Lanches,153
ped_fjewjbmbt,15,3.6,19.87972818520536,75.34379350437708,19.967184849038027,75.43131289832934,2024-02-18,23:30:00,23:45:00,Neblina,Baixo,Motocicleta,Urbano,Cozinha,24
ped_aiqikox83,16,4.0,12.928674231318146,77.61270088077924,12.955253866531729,77.64883323930421,2024-03-01,10:50:00,10:55:00,Neblina,Baixo,Motocicleta,Metropolitano,Eletronicos,179
ped_4enki7l88,6,4.7,17.420247004735298,78.40213235239524,17.55313201410358,78.4973902590448,2024-03-23,21:25:00,21:40:00,Chuvoso,Congestionamento,Motocicleta,Metropolitano,Cosmeticos,76
ped_av2hkn38u,7,4.1,23.356156691345923,85.35144868964451,23.372079168961445,85.34685738460651,2024-04-01,10:10:00,10:20:00,Chuvoso,Baixo,Motocicleta,Metropolitano,Lazer,106
ped_esnzdyyrh,2,4.5,-27.153515204086663,78.06679727020169,27.23483225374979,78.12911932563149,2024-02-16,23:00:00,23:05:00,Tempestade,Baixo,Scooter,Metropolitano,Roupas,98
ped_n56wo6yq6,1,4.4,22.751362523514985,75.9006439617323,22.770402730707325,75.91515512168158,2024-03-11,08:40:00,08:55:00,Nublado,Baixo,Scooter,Urbano,Livros,121
ped_bnffcgho2,5,4.6,26.89063376341556,75.80808639405194,26.96842485189381,75.90618851906119,2024-03-14,17:50:00,17:55:00,Ensolarado,Medio,Van,Metropolitano,Casa,81
ped_63092606d,15,4.7,21.16766620834908,72.79098660621943,21.275046922495594,72.88274617719868,2024-03-18,20:25:00,20:40:00,Chuvoso,Congestionamento,Motocicleta,Metropolitano,Eletronicos,102
ped_vbjej6m49,4,4.0,12.300614898637892,76.6115381509204,12.363902493685327,76.64671003113457,2024-04-01,22:20:00,22:25:00,Ensolarado,Baixo,Motocicleta,Metropolitano,Lazer,144
ped_xo2he2dlb,9,4.4,18.919804218399932,72.82636208654158,19.032211968066235,72.92116417999755,2024-04-04,23:40:00,23:50:00,Tempestade,Baixo,Van,Metropolitano,Roupas,115
ped_0499z0etk,1,4.0,11.034079116493132,76.98624062253697,11.060363718797184,77.05446185890399,2024-03-11,23:25:00,23:30:00,Neblina,Baixo,Motocicleta,Metropolitano,Lanches,152
ped_jfhwzlzmr,9,4.5,12.344177368628463,76.61860373348033,12.358277595036975,76.66218157252517,2024-03-13,12:40:00,12:55:00,Nublado,Alto,Scooter,Metropolitano,Cuidados pessoais,126
ped_y6l9deh14,17,3.6,18.52795823716715,73.82913347787546,18.64086598065013,73.93820026317084,2024-03-04,23:30:00,23:45:00,Ventania,Baixo,Motocicleta,Metropolitano,Esportes,119
ped_i2nvkwauz,16,3.7,17.440356527388555,78.5143381764617,17.503019079117124,78.53643888293887,2024-03-26,23:55:00,00:10:00,Nublado,Baixo,Scooter,Urbano,Mercado,62
ped_9waouiijz,19,4.8,19.18905275804424,72.83590713924578,19.302947889968525,72.971451361882,2024-03-16,22:50:00,23:00:00,Ventania,Baixo,Motocicleta,Metropolitano,Eletronicos,149
ped_8yzkbgr07,10,3.8,11.021159404819443,77.00336876497862,11.038453833412243,77.01248631365601,2024-03-01,10:25:00,10:40:00,Chuvoso,Baixo,Motocicleta,Urbano,Livros,79
ped_0qxygfx62,1,4.4,22.719658426651247,75.87627604649637,22.744305950779562,75.89795462785214,2024-03-15,08:45:00,09:00:00,Tempestade,Baixo,Motocicleta,Urbano,Acessorios,159
ped_vz1ugqttv,19,4.7,12.994717026445137,77.6450419613483,13.068747642125231,77.72627763354568,2024-03-04,21:25:00,21:40:00,Tempestade,Congestionamento,Motocicleta,Metropolitano,Acessorios,175
ped_1ga5m3ws5,14,4.5,18.98278477729248,72.81840909036954,19.110802651298464,72.9309137153517,2024-03-18,22:35:00,22:40:00,Nublado,Baixo,Scooter,Urbano,Joias,129
ped_3223psran,3,3.9,12.283216149527611,76.64410977895375,12.418848595022759,76.75153476264406,2024-03-23,20:10:00,20:20:00,Neblina,Congestionamento,Scooter,Metropolitano,Livros,62
ped_b13dah2c5,10,3.8,21.18619987578033,72.78305342560152,21.205583277461177,72.82437692861417,2024-03-15,10:55:00,11:10:00,Tempestade,Baixo,Scooter,Urbano,Esportes,33
ped_jjs76w15g,16,5.0,10.981982811367295,76.98265375685207,11.14525422332941,77.10344131659707,2024-03-08,20:35:00,20:45:00,Nublado,Congestionamento,Motocicleta,Metropolitano,Cuidados pessoais,178
ped_2hacxwhc6,12,4.0,21.188644860416044,72.80602031993753,21.278368604281596,72.89747056538405,2024-03-10,23:20:00,23:35:00,Ensolarado,Baixo,Motocicleta,Metropolitano,Lazer,40
ped_1h785xn5p,5,4.9,26.485262278210044,80.32451886565808,26.495210170017355,80.32194037497008,2024-02-11,10:35:00,10:50:00,Nublado,Baixo,Scooter,Metropolitano,Livros,53
ped_dun4rgjg6,18,4.3,21.16547619776219,72.81010255870055,21.261545665275214,72.88096825712415,2024-03-14,23:45:00,23:50:00,Ensolarado,Baixo,Motocicleta,Metropolitano,Calçados,149
ped_wuss92rba,6,4.1,19.16153524497427,72.84852191467688,19.30385183722239,72.94672261221048,2024-03-16,19:55:00,20:00:00,Ventania,Congestionamento,Motocicleta,Metropolitano,Livros,134
ped_etkbcwlte,5,4.2,12.989170422778026,77.70586925269484,13.024260797093259,77.74328627877767,2024-03-01,22:15:00,22:25:00,Tempestade,Baixo,Scooter,Metropolitano,Esportes,41
ped_3i78vxqj3,5,4.5,23.365627564371287,85.32384704599102,23.420823815378753,85.38449503622833,2024-03-01,23:10:00,23:15:00,Ensolarado,Baixo,Van,Metropolitano,Cozinha,60
ped_w5qqnibyi,1,4.8,12.29944245055843,76.65821259127826,12.308162635775089,76.67009608689045,2024-03-30,09:15:00,09:30:00,Nublado,Baixo,Motocicleta,Outro,Esportes,62
ped_vdz27wkfr,15,4.5,23.354925393495012,85.33337878509792,23.44032394451385,85.40765094698844,2024-03-02,18:25:00,18:35:00,Nublado,Medio,Motocicleta,Urbano,Cosmeticos,52
ped_u97qylwvu,18,4.3,23.418738112539213,85.32116172358675,23.508532985801487,85.38714680151433,2024-03-20,22:10:00,22:20:00,Tempestade,Baixo,Motocicleta,Metropolitano,Brinquedos,104
ped_04f07lgjq,9,4.2,26.898397820196433,75.79877526698294,26.936016377028317,75.82944044434396,2024-04-03,20:50:00,21:05:00,Nublado,Congestionamento,Motocicleta,Metropolitano,Joias,57
ped_zu1ba9z2u,3,3.5,22.76972725182548,75.89454667754364,22.864531209831682,76.00266256415043,2024-03-29,18:45:00,18:50:00,Neblina,Medio,Scooter,Metropolitano,Roupas,50
ped_kk987xve6,13,4.9,11.026460912688776,76.95515109348435,11.06479462441101,76.98321512908247,2024-03-17,14:55:00,15:05:00,Ensolarado,Alto,Scooter,Metropolitano,Calçados,25
ped_9ts8q7izb,15,4.4,13.048732656509054,80.22636264402409,13.101815254469763,80.26802554842631,2024-03-17,16:50:00,17:00:00,Tempestade,Medio,Motocicleta,Metropolitano,Livros,132
ped_iiqayy8c3,5,3.8,26.49853526787882,80.31265692794017,26.535701410925018,80.35600867093184,2024-02-15,22:20:00,22:35:00,Tempestade,Baixo,Scooter,Metropolitano,Cuidados pessoais,135
ped_7lsqjlpxs,3,3.9,10.997399501964308,76.95848001008194,11.115287034881192,77.0973818884703,2024-03-18,00:00:00,00:15:00,Ventania,Baixo,Scooter,Metropolitano,Roupas,125
ped_h4uqwpfhy,8,3.9,23.340602189413655,85.34019245197422,23.47973064150395,85.43784671060085,2024-03-08,21:10:00,21:20:00,Neblina,Congestionamento,Scooter,Metropolitano,Acessorios,77
ped_rylozz5jp,15,4.0,22.587640657586796,88.42977274534208,22.61027727951921,88.45755884933484,2024-02-17,23:25:00,23:35:00,Ensolarado,Baixo,Motocicleta,Metropolitano,Lanches,121
ped_gqwzuvgno,6,4.5,12.909270702301379,77.67249244119792,13.003961111146094,77.74811996501691,2024-03-31,23:30:00,23:35:00,Ensolarado,Baixo,Motocicleta,Metropolitano,Pets,122
ped_gihw2r438,4,3.8,19.123116133990255,72.89146118896605,19.177893946008595,72.94644502349485,2024-03-01,14:20:00,14:35:00,Ensolarado,Alto,Scooter,Metropolitano,Brinquedos,57
ped_rqn4x87cz,5,3.7,21.17125028707078,72.75982443101732,21.179043085694726,72.77932190039665,2024-04-03,10:15:00,10:25:00,Neblina,Baixo,Scooter,Urbano,Esportes,73
ped_wod2vymr6,2,4.3,22.303423834146884,73.1776783910469,22.37911776665387,73.22409704757882,2024-03-24,21:20:00,21:35:00,Nublado,Congestionamento,Motocicleta,Metropolitano,Lanches,24
ped_pb873mmr5,18,4.0,18.55179811978095,73.89425832295758,18.537062922409056,73.93124371986006,2024-03-07,08:50:00,08:55:00,Neblina,Baixo,Motocicleta,Metropolitano,Livros,57
ped_5822pj3yt,10,4.5,22.75397846839685,75.88530119676311,22.770284722138282,75.91270878403346,2024-03-09,09:00:00,09:05:00,Nublado,Baixo,Motocicleta,Metropolitano,Calçados,132
ped_ea3cn3dry,2,3.5,12.938260829673967,77.60907929022474,13.016056367045511,77.70542720340886,2024-03-12,17:45:00,18:00:00,Ventania,Medio,Motocicleta,Metropolitano,Pets,70
ped_aoioxdlfx,8,4.3,12.933074528677981,77.62199826809052,12.977167932800379,77.67188342494916,2024-03-24,23:10:00,23:15:00,Neblina,Baixo,Motocicleta,Metropolitano,Cozinha,46
ped_km7ygdht2,13,3.5,-0.001150140501561178,-0.007356881617751063,0.031550652871504575,0.0472855291956549,2024-03-30,16:35:00,16:50:00,Neblina,Medio,Scooter,Urbano,Brinquedos,68
ped_j7zcfeewi,19,4.8,17.42440643439814,78.42003761385791,17.460654441629917,78.40159528091561,2024-03-05,08:30:00,08:40:00,Tempestade,Baixo,Motocicleta,Metropolitano,Eletronicos,116
ped_8t8rqxc58,6,4.5,12.933730152506014,77.62664206231919,13.032230663720009,77.70866978251033,2024-03-18,20:35:00,20:50:00,Neblina,Congestionamento,Motocicleta,Metropolitano,Casa,61
ped_myidn7kc1,14,3.8,11.015726322616558,76.97358012528616,11.055667065689901,77.03970719761276,2024-03-13,23:25:00,23:40:00,Ventania,Baixo,Motocicleta,Metropolitano,Brinquedos,63
